cve_id,description,cpe_match,accessVector,baseScore,exploitabilityScore,obtainAllPrivilege,obtainUserPrivilege,obtainOtherPrivilege,privilegesRequired
CVE-2018-7600,"Drupal before 7.58, 8.x before 8.3.9, 8.4.x before 8.4.6, and 8.5.x before 8.5.1 allows remote attackers to execute arbitrary code because of an issue affecting multiple subsystems with default or common module configurations.","['cpe:2.3:a:drupal:drupal:*:*:*:*:*:*:*:*', 'cpe:2.3:a:drupal:drupal:*:*:*:*:*:*:*:*', 'cpe:2.3:a:drupal:drupal:*:*:*:*:*:*:*:*', 'cpe:2.3:a:drupal:drupal:*:*:*:*:*:*:*:*', 'cpe:2.3:o:debian:debian_linux:8.0:*:*:*:*:*:*:*', 'cpe:2.3:o:debian:debian_linux:7.0:*:*:*:*:*:*:*', 'cpe:2.3:o:debian:debian_linux:9.0:*:*:*:*:*:*:*']",NETWORK,7.5,10,False,False,False,Null
CVE-2018-8733,Authentication bypass vulnerability in the core config manager in Nagios XI 5.2.x through 5.4.x before 5.4.13 allows an unauthenticated attacker to make configuration changes and leverage an authenticated SQL injection vulnerability.,['cpe:2.3:a:nagios:nagios_xi:*:*:*:*:*:*:*:*'],NETWORK,7.5,10,False,False,False,Null
CVE-2012-0507,"Unspecified vulnerability in the Java Runtime Environment (JRE) component in Oracle Java SE 7 Update 2 and earlier, 6 Update 30 and earlier, and 5.0 Update 33 and earlier allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors related to Concurrency.  NOTE: the previous information was obtained from the February 2012 Oracle CPU. Oracle has not commented on claims from a downstream vendor and third party researchers that this issue occurs because the AtomicReferenceArray class implementation does not ensure that the array is of the Object[] type, which allows attackers to cause a denial of service (JVM crash) or bypass Java sandbox restrictions.  NOTE: this issue was originally mapped to CVE-2011-3571, but that identifier was already assigned to a different issue.","['cpe:2.3:a:sun:jre:1.5.0:update22:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update31:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update18:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update27:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update2:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update13:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update24:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update12:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update26:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update8:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update16:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update21:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update11:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update15:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update7:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update3:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update20:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update25:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update5:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update14:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update6:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update33:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update9:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update1:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update19:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update10:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update28:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update4:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update23:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update29:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update17:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:-:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:update_3:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:update_5:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:update_13:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:update_1:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:update_2:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:update_16:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:update_20:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:update_15:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:update_6:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:update_19:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:update_18:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:update_10:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:update_17:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:update_21:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:update_7:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:update_14:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:update_4:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:update_12:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:update_11:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:-:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.6.0:update30:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.6.0:update25:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.6.0:update24:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.6.0:update26:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.6.0:update27:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.6.0:update22:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.6.0:update23:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.6.0:update29:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.7.0:update2:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.7.0:update1:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.7.0:-:*:*:*:*:*:*', 'cpe:2.3:o:debian:debian_linux:7.0:*:*:*:*:*:*:*', 'cpe:2.3:o:debian:debian_linux:6.0:*:*:*:*:*:*:*', 'cpe:2.3:o:suse:linux_enterprise_server:11:sp1:*:*:*:vmware:*:*', 'cpe:2.3:o:suse:linux_enterprise_software_development_kit:11:sp2:*:*:*:*:*:*', 'cpe:2.3:o:suse:linux_enterprise_server:11:sp2:*:*:*:-:*:*', 'cpe:2.3:o:suse:linux_enterprise_server:11:sp1:*:*:*:-:*:*', 'cpe:2.3:o:suse:linux_enterprise_desktop:10:sp4:*:*:-:*:*:*', 'cpe:2.3:o:suse:linux_enterprise_server:10:sp4:*:*:-:*:*:*', 'cpe:2.3:o:suse:linux_enterprise_software_development_kit:11:sp1:*:*:*:*:*:*', 'cpe:2.3:o:suse:linux_enterprise_java:10:sp4:*:*:*:*:*:*', 'cpe:2.3:o:suse:linux_enterprise_java:11:sp1:*:*:*:*:*:*']",NETWORK,10,10,False,False,False,Null
CVE-2012-1823,"sapi/cgi/cgi_main.c in PHP before 5.3.12 and 5.4.x before 5.4.2, when configured as a CGI script (aka php-cgi), does not properly handle query strings that lack an = (equals sign) character, which allows remote attackers to execute arbitrary code by placing command-line options in the query string, related to lack of skipping a certain php_getopt for the 'd' case.","['cpe:2.3:a:php:php:*:*:*:*:*:*:*:*', 'cpe:2.3:a:php:php:*:*:*:*:*:*:*:*', 'cpe:2.3:o:fedoraproject:fedora:39:*:*:*:*:*:*:*', 'cpe:2.3:o:fedoraproject:fedora:40:*:*:*:*:*:*:*', 'cpe:2.3:o:debian:debian_linux:6.0:*:*:*:*:*:*:*', 'cpe:2.3:o:hp:hp-ux:b.11.31:*:*:*:*:*:*:*', 'cpe:2.3:o:hp:hp-ux:b.11.23:*:*:*:*:*:*:*', 'cpe:2.3:o:opensuse:opensuse:11.4:*:*:*:*:*:*:*', 'cpe:2.3:o:opensuse:opensuse:12.1:*:*:*:*:*:*:*', 'cpe:2.3:o:suse:linux_enterprise_server:11:sp2:*:*:*:vmware:*:*', 'cpe:2.3:o:suse:linux_enterprise_software_development_kit:11:sp2:*:*:*:*:*:*', 'cpe:2.3:o:suse:linux_enterprise_server:11:sp2:*:*:*:-:*:*', 'cpe:2.3:o:suse:linux_enterprise_software_development_kit:10:sp4:*:*:*:*:*:*', 'cpe:2.3:o:suse:linux_enterprise_server:10:sp4:*:*:-:*:*:*', 'cpe:2.3:o:apple:mac_os_x:*:*:*:*:*:*:*:*', 'cpe:2.3:o:apple:mac_os_x:*:*:*:*:*:*:*:*', 'cpe:2.3:o:redhat:enterprise_linux_server:5.0:*:*:*:*:*:*:*', 'cpe:2.3:o:redhat:enterprise_linux_workstation:5.0:*:*:*:*:*:*:*', 'cpe:2.3:o:redhat:enterprise_linux_desktop:6.0:*:*:*:*:*:*:*', 'cpe:2.3:o:redhat:enterprise_linux_server:6.0:*:*:*:*:*:*:*', 'cpe:2.3:o:redhat:enterprise_linux_workstation:6.0:*:*:*:*:*:*:*', 'cpe:2.3:o:redhat:enterprise_linux_server_aus:5.6:*:*:*:*:*:*:*', 'cpe:2.3:a:redhat:storage:2.0:*:*:*:*:*:*:*', 'cpe:2.3:a:redhat:storage_for_public_cloud:2.0:*:*:*:*:*:*:*', 'cpe:2.3:o:redhat:enterprise_linux_eus:5.6:*:*:*:*:*:*:*', 'cpe:2.3:o:redhat:enterprise_linux_eus:6.2:*:*:*:*:*:*:*', 'cpe:2.3:o:redhat:enterprise_linux_eus:6.1:*:*:*:*:*:*:*', 'cpe:2.3:o:redhat:enterprise_linux_server_aus:5.3:*:*:*:*:*:*:*', 'cpe:2.3:a:redhat:gluster_storage_server_for_on-premise:2.0:*:*:*:*:*:*:*', 'cpe:2.3:a:redhat:application_stack:2.0:*:*:*:*:*:*:*']",NETWORK,7.5,10,False,False,False,Null
CVE-2012-5088,"Unspecified vulnerability in the Java Runtime Environment (JRE) component in Oracle Java SE 7 Update 7 and earlier allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors related to Libraries.","['cpe:2.3:a:oracle:jre:1.7.0:update6:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:*:update7:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.7.0:update3:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.7.0:update2:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.7.0:update5:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.7.0:update4:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.7.0:*:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.7.0:update1:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jdk:*:update7:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jdk:1.7.0:update6:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jdk:1.7.0:update5:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jdk:1.7.0:update2:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jdk:1.7.0:*:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jdk:1.7.0:update3:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jdk:1.7.0:update1:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jdk:1.7.0:update4:*:*:*:*:*:*']",NETWORK,10,10,False,False,False,Null
CVE-2015-7297,"SQL injection vulnerability in Joomla! 3.2 before 3.4.4 allows remote attackers to execute arbitrary SQL commands via unspecified vectors, a different vulnerability than CVE-2015-7858.","['cpe:2.3:a:joomla:joomla\\!:3.3.3:*:*:*:*:*:*:*', 'cpe:2.3:a:joomla:joomla\\!:3.2.1:*:*:*:*:*:*:*', 'cpe:2.3:a:joomla:joomla\\!:3.4.4:*:*:*:*:*:*:*', 'cpe:2.3:a:joomla:joomla\\!:3.4.2:*:*:*:*:*:*:*', 'cpe:2.3:a:joomla:joomla\\!:3.3.4:*:*:*:*:*:*:*', 'cpe:2.3:a:joomla:joomla\\!:3.3.1:*:*:*:*:*:*:*', 'cpe:2.3:a:joomla:joomla\\!:3.2.2:*:*:*:*:*:*:*', 'cpe:2.3:a:joomla:joomla\\!:3.4.1:*:*:*:*:*:*:*', 'cpe:2.3:a:joomla:joomla\\!:3.4.0:*:*:*:*:*:*:*', 'cpe:2.3:a:joomla:joomla\\!:3.3.0:*:*:*:*:*:*:*', 'cpe:2.3:a:joomla:joomla\\!:3.2.4:*:*:*:*:*:*:*', 'cpe:2.3:a:joomla:joomla\\!:3.4.3:*:*:*:*:*:*:*', 'cpe:2.3:a:joomla:joomla\\!:3.2.3:*:*:*:*:*:*:*', 'cpe:2.3:a:joomla:joomla\\!:3.2.0:*:*:*:*:*:*:*', 'cpe:2.3:a:joomla:joomla\\!:3.3.2:*:*:*:*:*:*:*']",NETWORK,7.5,10,False,False,False,Null
CVE-2013-2423,"Unspecified vulnerability in the Java Runtime Environment (JRE) component in Oracle Java SE 7 Update 17 and earlier, and OpenJDK 7, allows remote attackers to affect integrity via unknown vectors related to HotSpot.  NOTE: the previous information is from the April 2013 CPU. Oracle has not commented on claims from the original researcher that this vulnerability allows remote attackers to bypass permission checks by the MethodHandles method and modify arbitrary public final fields using reflection and type confusion, as demonstrated using integer and double fields to disable the security manager.","['cpe:2.3:a:oracle:jre:1.7.0:update9:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.7.0:update15:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.7.0:update6:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.7.0:update3:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.7.0:update13:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.7.0:update10:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.7.0:update11:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.7.0:update2:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.7.0:update5:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.7.0:update4:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.7.0:update7:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.7.0:update1:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.7.0:-:*:*:*:*:*:*', 'cpe:2.3:o:opensuse:opensuse:12.3:*:*:*:*:*:*:*', 'cpe:2.3:o:canonical:ubuntu_linux:12.10:*:*:*:*:*:*:*']",NETWORK,4.3,8.6,False,False,False,Null
CVE-2013-2465,"Unspecified vulnerability in the Java Runtime Environment (JRE) component in Oracle Java SE 7 Update 21 and earlier, 6 Update 45 and earlier, and 5.0 Update 45 and earlier, and OpenJDK 7, allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors related to 2D.  NOTE: the previous information is from the June 2013 CPU. Oracle has not commented on claims from another vendor that this issue allows remote attackers to bypass the Java sandbox via vectors related to ""Incorrect image channel verification"" in 2D.","['cpe:2.3:a:oracle:jre:1.7.0:update9:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.7.0:update15:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.7.0:update6:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.7.0:update3:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.7.0:update13:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.7.0:update21:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.7.0:update10:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.7.0:update11:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.7.0:update2:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.7.0:update5:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.7.0:update4:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.7.0:update17:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.7.0:update7:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.7.0:update1:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.7.0:-:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:update_3:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:update_5:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:update_13:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:update_1:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:update_16:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:update_20:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:update_15:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:update_6:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:update_19:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:update_18:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:update_10:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:update_17:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:update_21:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:update_7:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:update_14:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:update_4:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:update_9:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:update_12:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.6.0:update_11:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.6.0:update30:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.6.0:update39:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.6.0:update32:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.6.0:update45:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.6.0:update35:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.6.0:update25:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.6.0:update33:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.6.0:update24:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.6.0:update26:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.6.0:update27:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.6.0:update22:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.6.0:update31:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.6.0:update41:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.6.0:update23:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.6.0:update38:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.6.0:update37:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.6.0:update34:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.6.0:update29:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.6.0:update43:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.6.0:-:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update22:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update31:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update18:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update27:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update2:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update13:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update24:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update12:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update26:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update8:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update16:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update21:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update11:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update15:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update7:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update3:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update20:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update25:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update5:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update14:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update6:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update33:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update9:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update1:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update19:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update10:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update28:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update4:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update23:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update29:*:*:*:*:*:*', 'cpe:2.3:a:sun:jre:1.5.0:update17:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.5.0:update36:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.5.0:update40:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.5.0:update39:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.5.0:update45:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.5.0:update38:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.5.0:update41:*:*:*:*:*:*', 'cpe:2.3:a:oracle:jre:1.5.0:-:*:*:*:*:*:*', 'cpe:2.3:o:suse:linux_enterprise_server:11:sp3:*:*:*:vmware:*:*', 'cpe:2.3:o:suse:linux_enterprise_software_development_kit:11:sp3:*:*:*:*:*:*', 'cpe:2.3:o:suse:linux_enterprise_server:11:sp2:*:*:*:vmware:*:*', 'cpe:2.3:o:suse:linux_enterprise_software_development_kit:11:sp2:*:*:*:*:*:*', 'cpe:2.3:o:suse:linux_enterprise_server:11:sp2:*:*:*:-:*:*', 'cpe:2.3:o:suse:linux_enterprise_server:11:sp3:*:*:*:-:*:*', 'cpe:2.3:o:suse:linux_enterprise_server:10:sp3:*:*:ltss:*:*:*', 'cpe:2.3:o:suse:linux_enterprise_desktop:10:sp4:*:*:-:*:*:*', 'cpe:2.3:o:suse:linux_enterprise_server:10:sp4:*:*:-:*:*:*', 'cpe:2.3:o:suse:linux_enterprise_java:11:sp2:*:*:*:*:*:*', 'cpe:2.3:o:suse:linux_enterprise_java:11:sp3:*:*:*:*:*:*', 'cpe:2.3:o:suse:linux_enterprise_java:10:sp4:*:*:*:*:*:*']",NETWORK,10,10,False,False,False,Null
CVE-2013-3238,"phpMyAdmin 3.5.x before 3.5.8 and 4.x before 4.0.0-rc3 allows remote authenticated users to execute arbitrary code via a /e\x00 sequence, which is not properly handled before making a preg_replace function call within the ""Replace table prefix"" feature.","['cpe:2.3:a:phpmyadmin:phpmyadmin:3.5.4:*:*:*:*:*:*:*', 'cpe:2.3:a:phpmyadmin:phpmyadmin:3.5.2.2:*:*:*:*:*:*:*', 'cpe:2.3:a:phpmyadmin:phpmyadmin:3.5.6:*:*:*:*:*:*:*', 'cpe:2.3:a:phpmyadmin:phpmyadmin:3.5.5:*:*:*:*:*:*:*', 'cpe:2.3:a:phpmyadmin:phpmyadmin:3.5.1.0:*:*:*:*:*:*:*', 'cpe:2.3:a:phpmyadmin:phpmyadmin:3.5.7:*:*:*:*:*:*:*', 'cpe:2.3:a:phpmyadmin:phpmyadmin:3.5.8:rc1:*:*:*:*:*:*', 'cpe:2.3:a:phpmyadmin:phpmyadmin:3.5.7:rc1:*:*:*:*:*:*', 'cpe:2.3:a:phpmyadmin:phpmyadmin:3.5.3.0:*:*:*:*:*:*:*', 'cpe:2.3:a:phpmyadmin:phpmyadmin:3.5.2.1:*:*:*:*:*:*:*', 'cpe:2.3:a:phpmyadmin:phpmyadmin:4.0.0:rc2:*:*:*:*:*:*', 'cpe:2.3:a:phpmyadmin:phpmyadmin:3.5.2.0:*:*:*:*:*:*:*', 'cpe:2.3:a:phpmyadmin:phpmyadmin:3.5.0.0:*:*:*:*:*:*:*']",NETWORK,6,6.8,False,False,False,Null
CVE-2014-0094,"The ParametersInterceptor in Apache Struts before 2.3.16.2 allows remote attackers to ""manipulate"" the ClassLoader via the class parameter, which is passed to the getClass method.",['cpe:2.3:a:apache:struts:*:*:*:*:*:*:*:*'],NETWORK,5,10,False,False,False,Null
CVE-2014-3704,"The expandArguments function in the database abstraction API in Drupal core 7.x before 7.32 does not properly construct prepared statements, which allows remote attackers to conduct SQL injection attacks via an array containing crafted keys.","['cpe:2.3:a:drupal:drupal:*:*:*:*:*:*:*:*', 'cpe:2.3:o:debian:debian_linux:7.0:*:*:*:*:*:*:*']",NETWORK,7.5,10,False,False,False,Null
CVE-2014-4511,"Gitlist before 0.5.0 allows remote attackers to execute arbitrary commands via shell metacharacters in the file name in the URI of a request for a (1) blame, (2) file, or (3) stats page, as demonstrated by requests to blame/master/, master/, and stats/master/.","['cpe:2.3:a:gitlist:gitlist:0.2:*:*:*:*:*:*:*', 'cpe:2.3:a:gitlist:gitlist:0.1:*:*:*:*:*:*:*', 'cpe:2.3:a:gitlist:gitlist:*:*:*:*:*:*:*:*', 'cpe:2.3:a:gitlist:gitlist:0.3:*:*:*:*:*:*:*']",NETWORK,7.5,10,False,False,False,Null
CVE-2014-9727,AVM Fritz!Box allows remote attackers to execute arbitrary commands via shell metacharacters in the var:lang parameter to cgi-bin/webcm.,['cpe:2.3:a:avm:fritz\\!box:*:*:*:*:*:*:*:*'],NETWORK,10,10,False,False,False,Null
CVE-2015-0311,"Unspecified vulnerability in Adobe Flash Player through 13.0.0.262 and 14.x, 15.x, and 16.x through 16.0.0.287 on Windows and OS X and through 11.2.202.438 on Linux allows remote attackers to execute arbitrary code via unknown vectors, as exploited in the wild in January 2015.","['cpe:2.3:o:suse:linux_enterprise_desktop:11:sp3:*:*:*:*:*:*', 'cpe:2.3:o:suse:linux_enterprise_desktop:12:-:*:*:*:*:*:*', 'cpe:2.3:o:suse:linux_enterprise_workstation_extension:12:-:*:*:*:*:*:*']",NETWORK,10,10,False,False,False,Null
